"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","below_below_superkingdom","superphylum","phylum","subphylum","class","subclass","order","below_order","below_below_order","suborder","family","below_family","genus","species_group","species","below_species","below_below_species","subspecies","below_subspecies"
"565","561","species","Escherichia hermannii","1","131567","2","","","","1224","","1236","","91347","","","","543","","561","","565","","","",""
"35517","1730","species","Eubacterium brachy","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","35517","","","",""
"39485","1730","species","Eubacterium eligens","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","39485","","","",""
"1736","1730","species","Eubacterium limosum","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","1736","","","",""
"39489","1730","species","Eubacterium moniliforme","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","39489","","","",""
"39491","1730","species","Eubacterium rectale","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","39491","","","",""
"39493","1730","species","Eubacterium tarantellae","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","39493","","","",""
"853","216851","species","Faecalibacterium prausnitzii","1","131567","2","","","","1239","","186801","","186802","","","","541000","","216851","","853","","","",""
"1260","150022","species","Finegoldia magna","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","150022","","1260","","","",""
"29533","237","species","Flavobacterium pectinovorum","1","131567","2","","","68336","976","","117743","","200644","","","","49546","","237","","29533","","","",""
"29536","237","species","Flavobacterium succinicans","1","131567","2","","","68336","976","","117743","","200644","","","","49546","","237","","29536","","","",""
"134605","848","species","Fusobacterium equinum","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","134605","","","",""
"230133","848","species","Fusobacterium genomosp. C1","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","230133","","","",""
"230134","848","species","Fusobacterium genomosp. C2","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","230134","","","",""
"849","848","species","Fusobacterium gonidiaformans","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","849","","","",""
"77917","848","species","Fusobacterium naviforme","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","77917","","","",""
"851","848","species","Fusobacterium nucleatum","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","851","","","",""
"860","848","species","Fusobacterium periodonticum","1","131567","2","","","","32066","","203490","","203491","","","","203492","","848","","860","","","",""
"2702","2701","species","Gardnerella vaginalis","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","2701","","2702","","","",""
"1379","1378","species","Gemella haemolysans","1","131567","2","","","","1239","","91061","","1385","539002","539738","","","","1378","","1379","","","",""
"502393","1378","species","Gemella sp. WAL 1945J","1","131567","2","","","","1239","","91061","","1385","539002","539738","","","","1378","","502393","","","",""
"727","724","species","Haemophilus influenzae","1","131567","2","","","","1224","","1236","","135625","","","","712","","724","","727","","","",""
"729","724","species","Haemophilus parainfluenzae","1","131567","2","","","","1224","","1236","","135625","","","","712","","724","","729","","","",""
"249188","724","species","Haemophilus pittmaniae","1","131567","2","","","","1224","","1236","","135625","","","","712","","724","","249188","","","",""
"428712","428711","species","Jonquetella anthropi","1","131567","2","","","","508458","","649775","","649776","","","","649777","","428711","","428712","","","",""
"573","570","species","Klebsiella pneumoniae","1","131567","2","","","","1224","","1236","","91347","","","","543","","570","","573","","","",""
"244366","570","species","Klebsiella variicola","1","131567","2","","","","1224","","1236","","91347","","","","543","","570","","244366","","","",""
"262208","57493","species","Kocuria carniphila","1","131567","2","","","","201174","","1760","85003","2037","","","85006","1268","","57493","","262208","","","",""
"37923","57493","species","Kocuria kristinae","1","131567","2","","","","201174","","1760","85003","2037","","","85006","1268","","57493","","37923","","","",""
"223184","57493","species","Kocuria marina","1","131567","2","","","","201174","","1760","85003","2037","","","85006","1268","","57493","","223184","","","",""
"71999","57493","species","Kocuria palustris","1","131567","2","","","","201174","","1760","85003","2037","","","85006","1268","","57493","","71999","","","",""
"72000","57493","species","Kocuria rhizophila","1","131567","2","","","","201174","","1760","85003","2037","","","85006","1268","","57493","","72000","","","",""
"1275","57493","species","Kocuria rosea","1","131567","2","","","","201174","","1760","85003","2037","","","85006","1268","","57493","","1275","","","",""
"1579","1578","species","Lactobacillus acidophilus","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1579","","","",""
"1604","1578","species","Lactobacillus amylovorus","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1604","","","",""
"1606","1578","species","Lactobacillus aviarius","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1606","","","",""
"47770","1578","species","Lactobacillus crispatus","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","47770","","","",""
"1584","1578","species","Lactobacillus delbrueckii","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1584","","","",""
"88164","1578","species","Lactobacillus fornicalis","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","88164","","","",""
"52242","1578","species","Lactobacillus gallinarum","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","52242","","","",""
"1596","1578","species","Lactobacillus gasseri","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1596","","","",""
"1587","1578","species","Lactobacillus helveticus","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1587","","","",""
"1203033","1578","species","Lactobacillus hominis","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1203033","","","",""
"446044","1578","species","Lactobacillus iatae","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","446044","","","",""
"147802","1578","species","Lactobacillus iners","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","147802","","","",""
"109790","1578","species","Lactobacillus jensenii","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","109790","","","",""
"33959","1578","species","Lactobacillus johnsonii","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","33959","","","",""
"1598","1578","species","Lactobacillus reuteri","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1598","","","",""
"1623","1578","species","Lactobacillus ruminis","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1623","","","",""
"1624","1578","species","Lactobacillus salivarius","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1624","","","",""
"508451","1578","species","Lactobacillus taiwanensis","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","508451","","","",""
"1633","1578","species","Lactobacillus vaginalis","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1633","","","",""
"230139","906","species","Megasphaera genomosp. C1","1","131567","2","","","","1239","","909932","","909929","","","","31977","","906","","230139","","","",""
"906_1","906","species","Megasphaera sp. type 1","1","131567","2","","","","1239","","909932","","909929","","","","31977","","906","","906_1","","","",""
"906_2","906","species","Megasphaera sp. type 2","1","131567","2","","","","1239","","909932","","909929","","","","31977","","906","","906_2","","","",""
"359408","359407","species","Methylotenera mobilis","1","131567","2","","","","1224","","28216","","206350","","","","32011","","359407","","359408","","","",""
"1055487","359407","species","Methylotenera versatilis","1","131567","2","","","","1224","","28216","","206350","","","","32011","","359407","","1055487","","","",""
"2051","2050","species","Mobiluncus curtisii","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","279916","2050","","2051","","","",""
"2052","2050","species","Mobiluncus mulieris","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","279916","2050","","2052","","","",""
"371674","437755","species","Moryella indoligenes","1","131567","2","","","","1239","","186801","","186802","","","","186803","","437755","","371674","","","",""
"2096","2093","species","Mycoplasma gallisepticum","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2093","","2096","","","",""
"29501","2093","species","Mycoplasma haemofelis","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2093","","29501","","","",""
"2098","2093","species","Mycoplasma hominis","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2093","","2098","","","",""
"2105","656088","species","Mycoplasma leachii","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2093","656088","2105","","","",""
"114886","2093","species","Mycoplasma opalescens","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2093","","114886","","","",""
"484","482","species","Neisseria flavescens","1","131567","2","","","","1224","","28216","","206351","","","","481","","482","","484","","","",""
"485","482","species","Neisseria gonorrhoeae","1","131567","2","","","","1224","","28216","","206351","","","","481","","482","","485","","","",""
"33053","482","species","Neisseria perflava","1","131567","2","","","","1224","","28216","","206351","","","","481","","482","","33053","","","",""
"28449","482","species","Neisseria subflava","1","131567","2","","","","1224","","28216","","206351","","","","481","","482","","28449","","","",""
"283169","283168","species","Odoribacter denticanis","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","283168","","283169","","","",""
"626933","283168","species","Odoribacter laneus","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","283168","","626933","","","",""
"28118","283168","species","Odoribacter splanchnicus","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","283168","","28118","","","",""
"43678","162491","species","Oerskovia enterophila","1","131567","2","","","","201174","","1760","85003","2037","","","85006","85016","","162491","","43678","","","",""
"162169","162491","species","Oerskovia jenensis","1","131567","2","","","","201174","","1760","85003","2037","","","85006","85016","","162491","","162169","","","",""
"33033","543311","species","Parvimonas micra","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","543311","","","33033","","","",""
"243701","745","species","Pasteurella caballi","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","243701","","","",""
"753","745","species","Pasteurella canis","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","753","","","",""
"747","745","species","Pasteurella multocida","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","747","","","",""
"1071947","745","species","Pasteurella oralis","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","1071947","","","",""
"758","745","species","Pasteurella pneumotropica","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","758","","","",""
"761","745","species","Pasteurella testudinis","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","761","","","",""
"755172","162289","species","Peptoniphilus coxii","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","162289","","755172","","","",""
"507750","162289","species","Peptoniphilus duerdenii","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","162289","","507750","","","",""
"54005","162289","species","Peptoniphilus harei","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","162289","","54005","","","",""
"33031","162289","species","Peptoniphilus lacrimalis","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","162289","","33031","","","",""
"1261","1257","species","Peptostreptococcus anaerobius","1","131567","2","","","","1239","","186801","","186802","","","","186804","","1257","","1261","","","",""
"341694","1257","species","Peptostreptococcus stomatis","1","131567","2","","","","1239","","186801","","186802","","","","186804","","1257","","341694","","","",""
"28123","836","species","Porphyromonas asaccharolytica","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","836","","28123","","","",""
"501496","836","species","Porphyromonas bennonis","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","836","","501496","","","",""
"2_1","836","species","Porphyromonas sp. type 1","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","836","","2_1","","","",""
"281920","836","species","Porphyromonas uenonis","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","836","","281920","","","",""
"419005","838","species","Prevotella amnii","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","419005","","","",""
"242750","838","species","Prevotella bergensis","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","242750","","","",""
"28125","838","species","Prevotella bivia","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","28125","","","",""
"28127","838","species","Prevotella buccalis","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","28127","","","",""
"165179","838","species","Prevotella copri","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","165179","","","",""
"28128","838","species","Prevotella corporis","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","28128","","","",""
"28130","838","species","Prevotella disiens","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","28130","","","",""
"838_3","838","species","Prevotella genogroup 3","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","838_3","","","",""
"838_4","838","species","Prevotella genogroup 4","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","838_4","","","",""
"838_7","838","species","Prevotella genogroup 7","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","838_7","","","",""
"28132","838","species","Prevotella melaninogenica","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","28132","","","",""
"386414","838","species","Prevotella timonensis","1","131567","2","","","68336","976","","200643","","171549","","","","171552","","838","","386414","","","",""
"129817","136843","species","Pseudomonas brenneri","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","136843","129817","","","",""
"417620","286","species","Pseudomonas collierea","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","","417620","","","",""
"294","136843","species","Pseudomonas fluorescens","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","136843","294","","","",""
"104087","286","species","Pseudomonas frederiksbergensis","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","","104087","","","",""
"163011","286","species","Pseudomonas lini","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","","163011","","","",""
"75612","136843","species","Pseudomonas mandelii","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","136843","75612","","","",""
"78543","136843","species","Pseudomonas migulae","1","131567","2","","","","1224","","1236","","72274","","","","135621","","286","136843","78543","","","",""
"638849","638847","species","Pyramidobacter piscolens","1","131567","2","","","","508458","","649775","","649776","","","","649777","","638847","","638849","","","",""
"1264","1263","species","Ruminococcus albus","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","1264","","","",""
"40518","1263","species","Ruminococcus bromii","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","40518","","","",""
"40519","1263","species","Ruminococcus callidus","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","40519","","","",""
"592978","1263","species","Ruminococcus faecis","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","592978","","","",""
"1265","1263","species","Ruminococcus flavefaciens","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","1265","","","",""
"46228","1263","species","Ruminococcus lactaris","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","46228","","","",""
"40543","168808","species","Sneathia sanguinegens","1","131567","2","","","","32066","","203490","","203491","","","","1129771","","168808","","40543","","","",""
"1280","1279","species","Staphylococcus aureus","1","131567","2","","","","1239","","91061","","1385","","","","90964","","1279","","1280","","","",""
"586733","1279","species","Staphylococcus devriesei","1","131567","2","","","","1239","","91061","","1385","","","","90964","","1279","","586733","","","",""
"1282","1279","species","Staphylococcus epidermidis","1","131567","2","","","","1239","","91061","","1385","","","","90964","","1279","","1282","","","",""
"1311","1301","species","Streptococcus agalactiae","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1311","","","",""
"29389","1301","species","Streptococcus alactolyticus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","29389","","","",""
"1328","671232","species","Streptococcus anginosus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","671232","1328","","","",""
"315405","1301","species","Streptococcus gallolyticus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","315405","","","",""
"68892","1301","species","Streptococcus infantis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","68892","","","",""
"33040","1301","species","Streptococcus milleri","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","33040","","","",""
"28037","1301","species","Streptococcus mitis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","28037","","","",""
"1303","1301","species","Streptococcus oralis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1303","","","",""
"1318","1301","species","Streptococcus parasanguinis","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1318","","","",""
"142596","1301","species","Streptococcus pasteuri","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","142596","","","",""
"197614","1301","species","Streptococcus pasteurianus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","197614","","","",""
"1313","1301","species","Streptococcus pneumoniae","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1313","","","",""
"1304","1301","species","Streptococcus salivarius","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1304","","","",""
"1077464","1301","species","Streptococcus tigurinus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1077464","","","",""
"29539","192992","species","Thermoleophilum album","1","131567","2","","","","201174","","1760","84995","588674","","","","320796","","192992","","29539","","","",""
"192994","192992","species","Thermoleophilum minutum","1","131567","2","","","","201174","","1760","84995","588674","","","","320796","","192992","","192994","","","",""
"134821","2129","species","Ureaplasma parvum","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2129","","134821","","","",""
"2130","2129","species","Ureaplasma urealyticum","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2129","","2130","","","",""
"184870","184869","species","Varibaculum cambriense","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","","184869","","184870","","","",""
"39777","29465","species","Veillonella atypica","1","131567","2","","","","1239","","909932","","909929","","","","31977","","29465","","39777","","","",""
"187328","29465","species","Veillonella montpellierensis","1","131567","2","","","","1239","","909932","","909929","","","","31977","","29465","","187328","","","",""
"187101","168808","species","[Leptotrichia] amnionii","1","131567","2","","","","32066","","203490","","203491","","","","1129771","","168808","","187101","","","",""
"33038","572511","species","[Ruminococcus] gnavus","1","131567","2","","","","1239","","186801","","186802","","","","186803","","572511","","33038","","","",""
"33039","572511","species","[Ruminococcus] torques","1","131567","2","","","","1239","","186801","","186802","","","","186803","","572511","","33039","","","",""
"1118056","1287640","below_species","Anaerococcus obesiensis ph10","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","165779","","1287640","1118056","","",""
"525919","33034","below_species","Anaerococcus prevotii DSM 20548","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","165779","","33034","525919","","",""
"1033733","1288120","below_species","Anaerococcus senegalensis JC48","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","165779","","1288120","1033733","","",""
"862962","817","below_species","Bacteroides fragilis 638R","1","131567","2","","","68336","976","","200643","","171549","","","","815","","816","","817","862962","","",""
"295405","817","below_species","Bacteroides fragilis YCH46","1","131567","2","","","68336","976","","200643","","171549","","","","815","","816","","817","295405","","",""
"435590","821","below_species","Bacteroides vulgatus ATCC 8482","1","131567","2","","","68336","976","","200643","","171549","","","","815","","816","","821","435590","","",""
"866777","1685","below_species","Bifidobacterium breve ACS-071-V-Sch8b","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","1678","","1685","866777","","",""
"326426","1685","below_species","Bifidobacterium breve UCC2003","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","1678","","1685","326426","","",""
"360107","76517","below_species","Campylobacter hominis ATCC BAA-381","1","131567","2","","","","1224","68525","29547","","213849","","","","72294","","194","","76517","360107","","",""
"637910","67825","below_species","Citrobacter rodentium ICC168","1","131567","2","","","","1224","","1236","","91347","","","","543","","544","","67825","637910","","",""
"699246","699245","below_species","Clostridiales genomosp. BVAB3 str. UPII9-5","1","131567","2","","","","1239","","186801","","186802","186813","39779","","","","","","699245","699246","","",""
"36826","1491","below_species","Clostridium botulinum A","1","131567","2","","","","1239","","186801","","186802","","","","31979","","1485","","1491","36826","","",""
"610130","84030","below_species","Clostridium saccharolyticum WM1","1","131567","2","","","","1239","","186801","","186802","","","","31979","","1485","","84030","610130","","",""
"203119","1515","below_species","Clostridium thermocellum ATCC 27405","1","131567","2","","","","1239","","186801","","186802","","","","31979","","1485","","1515","203119","","",""
"306537","38289","below_species","Corynebacterium jeikeium K411","1","131567","2","","","","201174","","1760","85003","2037","","","85007","1653","","1716","","38289","306537","","",""
"198628","204038","below_species","Dickeya dadantii 3937","1","131567","2","","","","1224","","1236","","91347","","","","543","","204037","","204038","198628","","",""
"561229","204042","below_species","Dickeya zeae Ech1591","1","131567","2","","","","1224","","1236","","91347","","","","543","","204037","","204042","561229","","",""
"479437","84112","below_species","Eggerthella lenta DSM 2243","1","131567","2","","","","201174","","1760","84998","84999","","","255727","84107","","84111","","84112","479437","","",""
"1028307","548","below_species","Enterobacter aerogenes KCTC 2190","1","131567","2","","","","1224","","1236","","91347","","","","543","","547","","548","1028307","","",""
"630626","563","below_species","Escherichia blattae DSM 4481","1","131567","2","","","","1224","","1236","","91347","","","","543","","561","","563","630626","","",""
"655817","562","below_species","Escherichia coli ABU 83972","1","131567","2","","","","1224","","1236","","91347","","","","543","","561","","562","655817","","",""
"515620","39485","below_species","Eubacterium eligens ATCC 27750","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","39485","515620","","",""
"903814","1736","below_species","Eubacterium limosum KIST612","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","1736","903814","","",""
"657317","39491","below_species","Eubacterium rectale M104/1","1","131567","2","","","","1239","","186801","","186802","","","","186806","","1730","","39491","657317","","",""
"334413","1260","below_species","Finegoldia magna ATCC 29328","1","131567","2","","","","1239","","186801","","186802","538999","","","543310","","150022","","1260","334413","","",""
"1009464","2702","below_species","Gardnerella vaginalis HMP9231","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","2701","","2702","1009464","","",""
"374930","727","below_species","Haemophilus influenzae PittEE","1","131567","2","","","","1224","","1236","","135625","","","","712","","724","","727","374930","","",""
"645512","428712","below_species","Jonquetella anthropi E3_33 E1","1","131567","2","","","","508458","","649775","","649776","","","","649777","","428711","","428712","645512","","",""
"640131","244366","below_species","Klebsiella variicola At-22","1","131567","2","","","","1224","","1236","","91347","","","","543","","570","","244366","640131","","",""
"272621","1579","below_species","Lactobacillus acidophilus NCFM","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1579","272621","","",""
"695560","1604","below_species","Lactobacillus amylovorus GRL 1112","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1604","695560","","",""
"748671","47770","below_species","Lactobacillus crispatus ST1","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","47770","748671","","",""
"324831","1596","below_species","Lactobacillus gasseri ATCC 33323","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1596","324831","","",""
"491077","1598","below_species","Lactobacillus reuteri SD2112","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1598","491077","","",""
"583345","359408","below_species","Methylotenera mobilis JLW8","1","131567","2","","","","1224","","28216","","206350","","","","32011","","359407","","359408","583345","","",""
"666681","1055487","below_species","Methylotenera versatilis 301","1","131567","2","","","","1224","","28216","","206350","","","","32011","","359407","","1055487","666681","","",""
"548479","2051","below_species","Mobiluncus curtisii ATCC 43063","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","279916","2050","","2051","548479","","",""
"1159202","2096","below_species","Mycoplasma gallisepticum NC06_2006.080-5-2P","1","131567","2","","","","544448","","31969","","2085","","","","2092","","2093","","2096","1159202","","",""
"940296","485","below_species","Neisseria gonorrhoeae TCDC-NG08107","1","131567","2","","","","1224","","28216","","206351","","","","481","","482","","485","940296","","",""
"742817","626933","below_species","Odoribacter laneus YIT 12061","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","283168","","626933","742817","","",""
"709991","28118","below_species","Odoribacter splanchnicus DSM 20712","1","131567","2","","","68336","976","","200643","","171549","","","","171551","","283168","","28118","709991","","",""
"697329","1264","below_species","Ruminococcus albus 7","1","131567","2","","","","1239","","186801","","186802","","","","541000","","1263","","1264","697329","","",""
"216495","1311","below_species","Streptococcus agalactiae serogroup III","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1311","216495","","",""
"134262","28037","below_species","Streptococcus mitis bv. 2","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","28037","134262","","",""
"760570","1318","below_species","Streptococcus parasanguinis ATCC 15912","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1318","760570","","",""
"981540","197614","below_species","Streptococcus pasteurianus ATCC 43144","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","197614","981540","","",""
"536232","36826","below_below_species","Clostridium botulinum A2 str. Kyoto","1","131567","2","","","","1239","","186801","","186802","","","","31979","","1485","","1491","36826","536232","",""
"211110","216495","below_below_species","Streptococcus agalactiae NEM316","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","1311","216495","211110","",""
"1679","216816","subspecies","Bifidobacterium longum subsp. longum","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","1678","","216816","","","1679",""
"1695","216816","subspecies","Bifidobacterium longum subsp. suis","1","131567","2","","","","201174","","1760","85003","85004","","","","31953","","1678","","216816","","","1695",""
"147810","1606","subspecies","Lactobacillus aviarius subsp. aviarius","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1606","","","147810",""
"1585","1584","subspecies","Lactobacillus delbrueckii subsp. bulgaricus","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1584","","","1585",""
"29397","1584","subspecies","Lactobacillus delbrueckii subsp. lactis","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1584","","","29397",""
"144178","2051","subspecies","Mobiluncus curtisii subsp. holmesii","1","131567","2","","","","201174","","1760","85003","2037","","","85005","2049","279916","2050","","2051","","","144178",""
"123812","747","subspecies","Pasteurella multocida subsp. gallicida","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","747","","","123812",""
"44283","747","subspecies","Pasteurella multocida subsp. multocida","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","747","","","44283",""
"53354","315405","subspecies","Streptococcus gallolyticus subsp. gallolyticus","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","315405","","","53354",""
"767455","1585","below_subspecies","Lactobacillus delbrueckii subsp. bulgaricus ND02","1","131567","2","","","","1239","","91061","","186826","","","","33958","","1578","","1584","","","1585","767455"
"584721","44283","below_subspecies","Pasteurella multocida subsp. multocida str. 3480","1","131567","2","","","","1224","","1236","","135625","","","","712","","745","","747","","","44283","584721"
"637909","53354","below_subspecies","Streptococcus gallolyticus UCN34","1","131567","2","","","","1239","","91061","","186826","","","","1300","","1301","","315405","","","53354","637909"
