"tax_id","parent_id","rank","tax_name","root","below_root","superkingdom","below_superkingdom","superphylum","phylum","subphylum","class","order","below_order","below_below_order","family","below_family","genus","below_genus","species_group","species_subgroup","species","below_species","below_below_species","subspecies","below_subspecies"
"1585976","59735","species","Bergeyella cardium","1","131567","2","","68336","976","","117743","200644","","","49546","","59735","","","","1585976","","","",""
"1015","59735","species","Bergeyella zoohelcum","1","131567","2","","68336","976","","117743","200644","","","49546","","59735","","","","1015","","","",""
"1681","1678","species","Bifidobacterium bifidum","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1681","","","",""
"1685","1678","species","Bifidobacterium breve","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1685","","","",""
"1689","1678","species","Bifidobacterium dentium","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1689","","","",""
"158787","1678","species","Bifidobacterium scardovii","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","158787","","","",""
"53443","572511","species","Blautia hydrogenotrophica","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","53443","","","",""
"89014","572511","species","Blautia luti","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","89014","","","",""
"40520","572511","species","Blautia obeum","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","40520","","","",""
"33035","572511","species","Blautia producta","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","33035","","","",""
"576927","1696","species","Brevibacterium massiliense","1","131567","2","","","201174","","1760","85006","","","85019","","1696","","","","576927","","","",""
"479117","1696","species","Brevibacterium ravenspurgense","1","131567","2","","","201174","","1760","85006","","","85019","","1696","","","","479117","","","",""
"199","194","species","Campylobacter concisus","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","199","","","",""
"119231","194","species","Campylobacter faecalis","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","119231","","","",""
"196","194","species","Campylobacter fetus","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","196","","","",""
"197","194","species","Campylobacter jejuni","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","197","","","",""
"204","194","species","Campylobacter showae","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","204","","","",""
"206","194","species","Campylobacter sputorum","1","131567","2","","","1224","68525","29547","213849","","","72294","","194","","","","206","","","",""
"95818_1","95818","species","Candidate Division TM7 vaginal","1","131567","2","2323","","95818","","","","","","","","","","","","95818_1","","","",""
"209446","2093","species","Candidatus Mycoplasma haemominutum","1","131567","2","","","544448","","31969","2085","","","2092","","2093","","","","209446","","","",""
"1457141","810","species","Chlamydia avium","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","1457141","","","",""
"83560","810","species","Chlamydia muridarum","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","83560","","","",""
"85991","810","species","Chlamydia pecorum","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","85991","","","",""
"83558","810","species","Chlamydia pneumoniae","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","83558","","","",""
"83554","810","species","Chlamydia psittaci","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","83554","","","",""
"813","810","species","Chlamydia trachomatis","1","131567","2","","51290","204428","","204429","51291","","","809","1113537","810","","","","813","","","",""
"57706","1344959","species","Citrobacter braakii","1","131567","2","","","1224","","1236","91347","","","543","","544","1344959","","","57706","","","",""
"67824","544","species","Citrobacter farmeri","1","131567","2","","","1224","","1236","91347","","","543","","544","","","","67824","","","",""
"546","1344959","species","Citrobacter freundii","1","131567","2","","","1224","","1236","91347","","","543","","544","1344959","","","546","","","",""
"545","544","species","Citrobacter koseri","1","131567","2","","","1224","","1236","91347","","","543","","544","","","","545","","","",""
"67829","1344959","species","Citrobacter murliniae","1","131567","2","","","1224","","1236","91347","","","543","","544","1344959","","","67829","","","",""
"67825","544","species","Citrobacter rodentium","1","131567","2","","","1224","","1236","91347","","","543","","544","","","","67825","","","",""
"43765","1716","species","Corynebacterium amycolatum","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","43765","","","",""
"163202","1716","species","Corynebacterium appendicis","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","163202","","","",""
"156978","1716","species","Corynebacterium imitans","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","156978","","","",""
"57171","1716","species","Corynebacterium mucifaciens","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","57171","","","",""
"1288393","1716","species","Corynebacterium pilbarense","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","1288393","","","",""
"37637","1716","species","Corynebacterium pseudodiphtheriticum","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","37637","","","",""
"598660","1716","species","Corynebacterium pyruviciproducens","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","598660","","","",""
"156976","1716","species","Corynebacterium riegelii","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","156976","","","",""
"161902","1716","species","Corynebacterium sundsvallense","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","161902","","","",""
"441500","1716","species","Corynebacterium timonense","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","441500","","","",""
"38304","1716","species","Corynebacterium tuberculostearicum","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","38304","","","",""
"401472","1716","species","Corynebacterium ureicelerivorans","1","131567","2","","","201174","","1760","85007","","","1653","","1716","","","","401472","","","",""
"309120","39948","species","Dialister micraerophilus","1","131567","2","","","1239","","909932","909929","","","31977","","39948","","","","309120","","","",""
"308994","39948","species","Dialister propionicifaciens","1","131567","2","","","1239","","909932","909929","","","31977","","39948","","","","308994","","","",""
"39948_2","39948","species","Dialister sp. type 2","1","131567","2","","","1239","","909932","909929","","","31977","","39948","","","","39948_2","","","",""
"498199","37914","species","Dietzia cercidiphylli","1","131567","2","","","201174","","1760","85007","","","85029","","37914","","","","498199","","","",""
"321318","37914","species","Dietzia cinnamea","1","131567","2","","","201174","","1760","85007","","","85029","","37914","","","","321318","","","",""
"37915","37914","species","Dietzia maris","1","131567","2","","","201174","","1760","85007","","","85029","","37914","","","","37915","","","",""
"139021","37914","species","Dietzia psychralcaliphila","1","131567","2","","","201174","","1760","85007","","","85029","","37914","","","","139021","","","",""
"498198","37914","species","Dietzia schimae","1","131567","2","","","201174","","1760","85007","","","85029","","37914","","","","498198","","","",""
"499555","37914","species","Dietzia timorensis","1","131567","2","","","201174","","1760","85007","","","85029","","37914","","","","499555","","","",""
"84112","84111","species","Eggerthella lenta","1","131567","2","","","201174","","84998","1643822","","","1643826","","84111","","","","84112","","","",""
"242230","84111","species","Eggerthella sinensis","1","131567","2","","","201174","","84998","1643822","","","1643826","","84111","","","","242230","","","",""
"84111_1","84111","species","Eggerthella sp. type 1","1","131567","2","","","201174","","84998","1643822","","","1643826","","84111","","","","84111_1","","","",""
"37734","1350","species","Enterococcus casseliflavus","1","131567","2","","","1239","","91061","186826","","","81852","","1350","","","","37734","","","",""
"53345","1350","species","Enterococcus durans","1","131567","2","","","1239","","91061","186826","","","81852","","1350","","","","53345","","","",""
"1351","1350","species","Enterococcus faecalis","1","131567","2","","","1239","","91061","186826","","","81852","","1350","","","","1351","","","",""
"1352","1350","species","Enterococcus faecium","1","131567","2","","","1239","","91061","186826","","","81852","","1350","","","","1352","","","",""
"246144","1350","species","Enterococcus italicus","1","131567","2","","","1239","","91061","186826","","","81852","","1350","","","","246144","","","",""
"208962","561","species","Escherichia albertii","1","131567","2","","","1224","","1236","91347","","","543","","561","","","","208962","","","",""
"562","561","species","Escherichia coli","1","131567","2","","","1224","","1236","91347","","","543","","561","","","","562","","","",""
"564","561","species","Escherichia fergusonii","1","131567","2","","","1224","","1236","91347","","","543","","561","","","","564","","","",""
"565","561","species","Escherichia hermannii","1","131567","2","","","1224","","1236","91347","","","543","","561","","","","565","","","",""
"39491","1730","species","Eubacterium rectale","1","131567","2","","","1239","","186801","186802","","","186806","","1730","","","","39491","","","",""
"178214","66831","species","Facklamia hominis","1","131567","2","","","1239","","91061","186826","","","186827","","66831","","","","178214","","","",""
"137730","66831","species","Facklamia ignava","1","131567","2","","","1239","","91061","186826","","","186827","","66831","","","","137730","","","",""
"82347","66831","species","Facklamia languida","1","131567","2","","","1239","","91061","186826","","","186827","","66831","","","","82347","","","",""
"120956","66831","species","Facklamia miroungae","1","131567","2","","","1239","","91061","186826","","","186827","","66831","","","","120956","","","",""
"87650","66831","species","Facklamia sourekii","1","131567","2","","","1239","","91061","186826","","","186827","","66831","","","","87650","","","",""
"87458","66831","species","Facklamia tabacinasalis","1","131567","2","","","1239","","91061","186826","","","186827","","66831","","","","87458","","","",""
"853","216851","species","Faecalibacterium prausnitzii","1","131567","2","","","1239","","186801","186802","","","541000","","216851","","","","853","","","",""
"236753","236752","species","Fastidiosipila sanguinis","1","131567","2","","","1239","","186801","186802","","","541000","","236752","","","","236753","","","",""
"1260","150022","species","Finegoldia magna","1","131567","2","","","1239","","186801","186802","","","1570339","","150022","","","","1260","","","",""
"134605","848","species","Fusobacterium equinum","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","134605","","","",""
"849","848","species","Fusobacterium gonidiaformans","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","849","","","",""
"851","848","species","Fusobacterium nucleatum","1","131567","2","","","32066","","203490","203491","","","203492","","848","","","","851","","","",""
"2702","2701","species","Gardnerella vaginalis","1","131567","2","","","201174","","1760","85004","","","31953","","2701","","","","2702","","","",""
"502393","1378","species","Gemella asaccharolytica","1","131567","2","","","1239","","91061","1385","539002","539738","","","1378","","","","502393","","","",""
"84136","1378","species","Gemella bergeri","1","131567","2","","","1239","","91061","1385","539002","539738","","","1378","","","","84136","","","",""
"1379","1378","species","Gemella haemolysans","1","131567","2","","","1239","","91061","1385","539002","539738","","","1378","","","","1379","","","",""
"29391","1378","species","Gemella morbillorum","1","131567","2","","","1239","","91061","1385","539002","539738","","","1378","","","","29391","","","",""
"81950","1378","species","Gemella palaticanis","1","131567","2","","","1239","","91061","1385","539002","539738","","","1378","","","","81950","","","",""
"84135","1378","species","Gemella sanguinis","1","131567","2","","","1239","","91061","1385","539002","539738","","","1378","","","","84135","","","",""
"13076","13075","species","Globicatella sanguinis","1","131567","2","","","1239","","91061","186826","","","186827","","13075","","","","13076","","","",""
"136093","13075","species","Globicatella sulfidifaciens","1","131567","2","","","1239","","91061","186826","","","186827","","13075","","","","136093","","","",""
"46124","117563","species","Granulicatella adiacens","1","131567","2","","","1239","","91061","186826","","","186828","","117563","","","","46124","","","",""
"137733","117563","species","Granulicatella balaenopterae","1","131567","2","","","1239","","91061","186826","","","186828","","117563","","","","137733","","","",""
"137732","117563","species","Granulicatella elegans","1","131567","2","","","1239","","91061","186826","","","186828","","117563","","","","137732","","","",""
"321195","117563","species","Granulicatella para-adiacens","1","131567","2","","","1239","","91061","186826","","","186828","","117563","","","","321195","","","",""
"726","724","species","Haemophilus haemolyticus","1","131567","2","","","1224","","1236","135625","","","712","","724","","","","726","","","",""
"727","724","species","Haemophilus influenzae","1","131567","2","","","1224","","1236","135625","","","712","","724","","","","727","","","",""
"729","724","species","Haemophilus parainfluenzae","1","131567","2","","","1224","","1236","135625","","","712","","724","","","","729","","","",""
"40091","31983","species","Helcococcus kunzii","1","131567","2","","","1239","","186801","186802","","","1570339","","31983","","","","40091","","","",""
"72026","31983","species","Helcococcus ovis","1","131567","2","","","1239","","186801","186802","","","1570339","","31983","","","","72026","","","",""
"1441821","31983","species","Helcococcus seattlensis","1","131567","2","","","1239","","186801","186802","","","1570339","","31983","","","","1441821","","","",""
"241555","31983","species","Helcococcus sueciensis","1","131567","2","","","1239","","186801","186802","","","1570339","","31983","","","","241555","","","",""
"404403","404402","species","Howardella ureilytica","1","131567","2","","","1239","","186801","186802","186813","","","","404402","","","","404403","","","",""
"1472764","1472763","species","Kallipyga massiliensis","1","131567","2","","","1239","","186801","186802","538999","","543310","","1472763","","","","1472764","","","",""
"573","570","species","Klebsiella pneumoniae","1","131567","2","","","1224","","1236","91347","","","543","","570","","","","573","","","",""
"244366","570","species","Klebsiella variicola","1","131567","2","","","1224","","1236","91347","","","543","","570","","","","244366","","","",""
"1579","1578","species","Lactobacillus acidophilus","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","1579","","","",""
"47770","1578","species","Lactobacillus crispatus","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","47770","","","",""
"88164","1578","species","Lactobacillus fornicalis","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","88164","","","",""
"52242","1578","species","Lactobacillus gallinarum","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","52242","","","",""
"1596","1578","species","Lactobacillus gasseri","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","1596","","","",""
"1587","1578","species","Lactobacillus helveticus","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","1587","","","",""
"147802","1578","species","Lactobacillus iners","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","147802","","","",""
"109790","1578","species","Lactobacillus jensenii","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","109790","","","",""
"33959","1578","species","Lactobacillus johnsonii","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","33959","","","",""
"1598","1578","species","Lactobacillus reuteri","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","1598","","","",""
"47715","1578","species","Lactobacillus rhamnosus","1","131567","2","","","1239","","91061","186826","","","33958","","1578","","","","47715","","","",""
"884684","1637257","species","Mageeibacillus indolicus","1","131567","2","","","1239","","186801","186802","","","541000","","1637257","","","","884684","","","",""
"906_1","906","species","Megasphaera sp. type 1","1","131567","2","","","1239","","909932","909929","","","31977","","906","","","","906_1","","","",""
"906_2","906","species","Megasphaera sp. type 2","1","131567","2","","","1239","","909932","909929","","","31977","","906","","","","906_2","","","",""
"2051","2050","species","Mobiluncus curtisii","1","131567","2","","","201174","","1760","2037","","","2049","","2050","","","","2051","","","",""
"2052","2050","species","Mobiluncus mulieris","1","131567","2","","","201174","","1760","2037","","","2049","","2050","","","","2052","","","",""
"92400","2093","species","Mycoplasma anseris","1","131567","2","","","544448","","31969","2085","","","2092","","2093","","","","92400","","","",""
"28903","2093","species","Mycoplasma bovis","1","131567","2","","","544448","","31969","2085","","","2092","","2093","","","","28903","","","",""
"136241","2093","species","Mycoplasma haemocanis","1","131567","2","","","544448","","31969","2085","","","2092","","2093","","","","136241","","","",""
"2098","2093","species","Mycoplasma hominis","1","131567","2","","","544448","","31969","2085","","","2092","","2093","","","","2098","","","",""
"2105","656088","species","Mycoplasma leachii","1","131567","2","","","544448","","31969","2085","","","2092","","2093","","656088","","2105","","","",""
"484","482","species","Neisseria flavescens","1","131567","2","","","1224","","28216","206351","","","481","","482","","","","484","","","",""
"485","482","species","Neisseria gonorrhoeae","1","131567","2","","","1224","","28216","206351","","","481","","482","","","","485","","","",""
"496","482","species","Neisseria macacae","1","131567","2","","","1224","","28216","206351","","","481","","482","","","","496","","","",""
"487","482","species","Neisseria meningitidis","1","131567","2","","","1224","","28216","206351","","","481","","482","","","","487","","","",""
"607712","482","species","Neisseria shayeganii","1","131567","2","","","1224","","28216","206351","","","481","","482","","","","607712","","","",""
"489910","489909","species","Nosocomiicoccus ampullae","1","131567","2","","","1239","","91061","1385","","","90964","","489909","","","","489910","","","",""
"90244","90243","species","Oligella ureolytica","1","131567","2","","","1224","","28216","80840","","","506","","90243","","","","90244","","","",""
"90245","90243","species","Oligella urethralis","1","131567","2","","","1224","","28216","80840","","","506","","90243","","","","90245","","","",""
"1263547","459786","species","Oscillibacter ruminantium","1","131567","2","","","1239","","186801","186802","","","216572","","459786","","","","1263547","","","",""
"351091","459786","species","Oscillibacter valericigenes","1","131567","2","","","1239","","186801","186802","","","216572","","459786","","","","351091","","","",""
"33033","543311","species","Parvimonas micra","1","131567","2","","","1239","","186801","186802","","","1570339","","543311","","","","33033","","","",""
"2741","2740","species","Peptococcus niger","1","131567","2","","","1239","","186801","186802","","","186807","","2740","","","","2741","","","",""
"507750","162289","species","Peptoniphilus duerdenii","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","507750","","","",""
"1465756","162289","species","Peptoniphilus grossensis","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","1465756","","","",""
"54005","162289","species","Peptoniphilus harei","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","54005","","","",""
"507751","162289","species","Peptoniphilus koenoeneniae","1","131567","2","","","1239","","186801","186802","","","1570339","","162289","","","","507751","","","",""
"1261","1257","species","Peptostreptococcus anaerobius","1","131567","2","","","1239","","186801","186802","","","186804","","1257","","","","1261","","","",""
"341694","1257","species","Peptostreptococcus stomatis","1","131567","2","","","1239","","186801","186802","","","186804","","1257","","","","341694","","","",""
"28123","836","species","Porphyromonas asaccharolytica","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","28123","","","",""
"501496","836","species","Porphyromonas bennonis","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","501496","","","",""
"41976","836","species","Porphyromonas catoniae","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","41976","","","",""
"29524","836","species","Porphyromonas circumdentaria","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","29524","","","",""
"28124","836","species","Porphyromonas endodontalis","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","28124","","","",""
"322095","836","species","Porphyromonas somerae","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","322095","","","",""
"2_1","836","species","Porphyromonas sp. type 1","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","2_1","","","",""
"281920","836","species","Porphyromonas uenonis","1","131567","2","","68336","976","","200643","171549","","","171551","","836","","","","281920","","","",""
"419005","838","species","Prevotella amnii","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","419005","","","",""
"28125","838","species","Prevotella bivia","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28125","","","",""
"28127","838","species","Prevotella buccalis","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28127","","","",""
"28128","838","species","Prevotella corporis","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28128","","","",""
"28130","838","species","Prevotella disiens","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28130","","","",""
"838_3","838","species","Prevotella genogroup 3","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_3","","","",""
"838_4","838","species","Prevotella genogroup 4","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_4","","","",""
"838_5","838","species","Prevotella genogroup 5","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_5","","","",""
"838_7","838","species","Prevotella genogroup 7","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","838_7","","","",""
"470565","838","species","Prevotella histicola","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","470565","","","",""
"28132","838","species","Prevotella melaninogenica","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","28132","","","",""
"386414","838","species","Prevotella timonensis","1","131567","2","","68336","976","","200643","171549","","","171552","","838","","","","386414","","","",""
"183417","583","species","Proteus hauseri","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","183417","","","",""
"584","583","species","Proteus mirabilis","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","584","","","",""
"102862","583","species","Proteus penneri","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","102862","","","",""
"585","583","species","Proteus vulgaris","1","131567","2","","","1224","","1236","91347","","","543","","583","","","","585","","","",""
"287","136841","species","Pseudomonas aeruginosa","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136841","","287","","","",""
"86840","136849","species","Pseudomonas cannabina","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136849","","86840","","","",""
"200451","136843","species","Pseudomonas poae","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136843","","200451","","","",""
"303","136845","species","Pseudomonas putida","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136845","","303","","","",""
"216142","286","species","Pseudomonas rhizosphaerae","1","131567","2","","","1224","","1236","72274","","","135621","","286","","","","216142","","","",""
"316","578833","species","Pseudomonas stutzeri","1","131567","2","","","1224","","1236","72274","","","135621","","286","","136846","578833","316","","","",""
"40543","168808","species","Sneathia sanguinegens","1","131567","2","","","32066","","203490","203491","","","1129771","","168808","","","","40543","","","",""
"56193","165695","species","Sphingobium chungbukense","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","56193","","","",""
"120107","165695","species","Sphingobium cloacae","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","120107","","","",""
"336203","165695","species","Sphingobium fuliginis","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","336203","","","",""
"440518","165695","species","Sphingobium lucknowense","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","440518","","","",""
"121428","165695","species","Sphingobium xenophagum","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","121428","","","",""
"13690","165695","species","Sphingobium yanoikuyae","1","131567","2","","","1224","","28211","204457","","","41297","","165695","","","","13690","","","",""
"1282","1279","species","Staphylococcus epidermidis","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1282","","","",""
"1290","1279","species","Staphylococcus hominis","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1290","","","",""
"45972","1279","species","Staphylococcus pasteuri","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","45972","","","",""
"1292","1279","species","Staphylococcus warneri","1","131567","2","","","1239","","91061","1385","","","90964","","1279","","","","1292","","","",""
"128780","40323","species","Stenotrophomonas acidaminiphila","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","128780","","","",""
"517011","40323","species","Stenotrophomonas chelatiphaga","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","517011","","","",""
"40324","995085","species","Stenotrophomonas maltophilia","1","131567","2","","","1224","","1236","135614","","","32033","","40323","995085","","","40324","","","",""
"83617","40323","species","Stenotrophomonas nitritireducens","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","83617","","","",""
"216778","40323","species","Stenotrophomonas rhizophila","1","131567","2","","","1224","","1236","135614","","","32033","","40323","","","","216778","","","",""
"1384509","34104","species","Streptobacillus felis","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","1384509","","","",""
"1162717","34104","species","Streptobacillus hongkongensis","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","1162717","","","",""
"34105","34104","species","Streptobacillus moniliformis","1","131567","2","","","32066","","203490","203491","","","1129771","","34104","","","","34105","","","",""
"1311","1301","species","Streptococcus agalactiae","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1311","","","",""
"1328","671232","species","Streptococcus anginosus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1328","","","",""
"1334","119603","species","Streptococcus dysgalactiae","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","119603","","1334","","","",""
"315405","1301","species","Streptococcus gallolyticus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","315405","","","",""
"1338","671232","species","Streptococcus intermedius","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","671232","","1338","","","",""
"59310","1301","species","Streptococcus macedonicus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","59310","","","",""
"28037","1301","species","Streptococcus mitis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","28037","","","",""
"1303","1301","species","Streptococcus oralis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1303","","","",""
"1318","1301","species","Streptococcus parasanguinis","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1318","","","",""
"197614","1301","species","Streptococcus pasteurianus","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","197614","","","",""
"1313","1301","species","Streptococcus pneumoniae","1","131567","2","","","1239","","91061","186826","","","1300","","1301","","","","1313","","","",""
"285106","285105","species","Tepidimicrobium ferriphilum","1","131567","2","","","1239","","186801","186802","","","31979","","285105","","","","285106","","","",""
"1123352","285105","species","Tepidimicrobium xylanilyticum","1","131567","2","","","1239","","186801","186802","","","31979","","285105","","","","1123352","","","",""
"217202","217201","species","Terrahaemophilus aromaticivorans","1","131567","2","","","1224","","1236","135625","","","712","","217201","","","","217202","","","",""
"1157490","432330","species","Tumebacillus flagellatus","1","131567","2","","","1239","","91061","1385","","","186823","","432330","","","","1157490","","","",""
"363888","432330","species","Tumebacillus ginsengisoli","1","131567","2","","","1239","","91061","1385","","","186823","","432330","","","","363888","","","",""
"378543","432330","species","Tumebacillus permanentifrigoris","1","131567","2","","","1239","","91061","1385","","","186823","","432330","","","","378543","","","",""
"184870","184869","species","Varibaculum cambriense","1","131567","2","","","201174","","1760","2037","","","2049","","184869","","","","184870","","","",""
"39777","29465","species","Veillonella atypica","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","39777","","","",""
"464322","29465","species","Veillonella magna","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","464322","","","",""
"187328","29465","species","Veillonella montpellierensis","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","187328","","","",""
"29466","29465","species","Veillonella parvula","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","29466","","","",""
"103892","29465","species","Veillonella ratti","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","103892","","","",""
"423477","29465","species","Veillonella rogosae","1","131567","2","","","1239","","909932","909929","","","31977","","29465","","","","423477","","","",""
"46507","543310","species","[Bacteroides] coagulans","1","131567","2","","","1239","","186801","186802","538999","","543310","","","","","","46507","","","",""
"29322","1730","species","[Eubacterium] cellulosolvens","1","131567","2","","","1239","","186801","186802","","","186806","","1730","","","","29322","","","",""
"738","724","species","[Haemophilus] parasuis","1","131567","2","","","1224","","1236","135625","","","712","","724","","","","738","","","",""
"187101","168808","species","[Leptotrichia] amnionii","1","131567","2","","","32066","","203490","203491","","","1129771","","168808","","","","187101","","","",""
"86189","995085","species","[Pseudomonas] hibiscicola","1","131567","2","","","1224","","1236","135614","","","32033","","40323","995085","","","86189","","","",""
"33038","572511","species","[Ruminococcus] gnavus","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","33038","","","",""
"33039","572511","species","[Ruminococcus] torques","1","131567","2","","","1239","","186801","186802","","","186803","","572511","","","","33039","","","",""
"903900","40216","below_species","Acinetobacter radioresistens WC-A-157","1","131567","2","","","1224","","1236","72274","","","468","","469","","","","40216","903900","","",""
"1118056","1287640","below_species","Anaerococcus obesiensis ph10","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","1287640","1118056","","",""
"525919","33034","below_species","Anaerococcus prevotii DSM 20548","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","33034","525919","","",""
"1033733","1288120","below_species","Anaerococcus senegalensis JC48","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","1288120","1033733","","",""
"655811","33037","below_species","Anaerococcus vaginalis ATCC 51170","1","131567","2","","","1239","","186801","186802","","","1570339","","165779","","","","33037","655811","","",""
"667015","376805","below_species","Bacteroides salanitronis DSM 18170","1","131567","2","","68336","976","","200643","171549","","","815","","816","","","","376805","667015","","",""
"226186","818","below_species","Bacteroides thetaiotaomicron VPI-5482","1","131567","2","","68336","976","","200643","171549","","","815","","816","","","","818","226186","","",""
"880074","397865","below_species","Barnesiella viscericola DSM 18177","1","131567","2","","68336","976","","200643","171549","","","171551","","397864","","","","397865","880074","","",""
"883062","1681","below_species","Bifidobacterium bifidum S17","1","131567","2","","","201174","","1760","85004","","","31953","","1678","","","","1681","883062","","",""
